user_id,dinero_gastado,porcentaje de recomendación,items_count
76561198073931851,94.94,836.59,41.0
76561198073933737,0.0,3.23,62.0
76561198073938058,0.0,1.61,62.0
76561198073939756,9.99,inf,0.0
76561198073942894,3.99,5.56,18.0
76561198073943264,14.99,2.33,43.0
76561198073958869,199.89999999999998,285.71,350.0
76561198073964669,14.99,1.89,53.0
76561198073966201,0.0,0.74,135.0
76561198073970893,14.98,inf,0.0
76561198074001845,9.99,47.06,17.0
76561198074006716,0.0,10.0,10.0
76561198074009219,9.99,3.12,32.0
76561198074029434,0.0,5.88,17.0
76561198074035899,0.0,1.75,57.0
76561198074050710,14.99,11.11,9.0
76561198074053059,39.98,20.0,40.0
76561198074056379,9.99,inf,0.0
76561198074056771,14.99,1.61,62.0
76561198074073165,14.99,4.76,21.0
76561198074076427,45.97,100.0,125.0
76561198074079694,0.0,0.83,121.0
76561198074092628,0.0,3.12,32.0
76561198074096704,29.979999999999997,34.78,23.0
76561198074108172,14.99,1.82,55.0
76561198074111910,19.99,3169.57,23.0
76561198074115920,0.0,1.03,97.0
76561198074117066,24.99,1.96,51.0
76561198074122571,0.0,100.0,1.0
76561198074127617,49.980000000000004,7.27,110.0
76561198074146732,30.97,104.92,61.0
76561198074156211,24.98,200.0,32.0
76561198074170361,19.99,2.63,38.0
76561198074173621,19.99,1.32,76.0
76561198074177617,0.0,1.52,66.0
76561198074185082,19.99,1.49,67.0
76561198074198140,0.0,2.27,44.0
76561198074200011,14.99,25.0,4.0
76561198074206344,9.99,1.54,65.0
76561198074212266,0.0,28.72,94.0
76561198074215832,0.0,inf,0.0
76561198074226272,14.99,2.17,46.0
76561198074227021,12.99,3.45,29.0
76561198074231147,34.99,1.69,59.0
76561198074242550,69.98,5.26,152.0
76561198074244100,134.95999999999998,52.46,122.0
76561198074248942,100.96000000000001,152.38,42.0
76561198074249881,14.99,inf,0.0
76561198074256516,0.0,2.63,38.0
76561198074266100,64.96000000000001,266.67,192.0
76561198074278130,19.99,0.41,244.0
76561198074281317,9.99,7.14,14.0
76561198074284787,0.0,inf,0.0
76561198074285384,0.0,3.23,31.0
76561198074291619,0.0,inf,0.0
76561198074301386,0.0,1.2,83.0
76561198074309540,34.99,1.09,92.0
76561198074311103,9.99,6.35,126.0
76561198074319125,39.99,1.23,81.0
76561198074323268,57.959999999999994,304.23,71.0
76561198074323290,49.98,inf,0.0
76561198074327940,69.97,100.0,27.0
76561198074333465,9.99,0.67,149.0
76561198074337670,19.99,4.0,25.0
76561198074347537,9.99,2.7,37.0
76561198074348729,29.99,1.92,52.0
76561198074352514,9.99,2.22,45.0
76561198074356093,14.99,7.14,14.0
76561198074357143,14.99,inf,0.0
76561198074366598,14.99,5.88,17.0
76561198074367577,4.99,2.13,47.0
76561198074373301,14.99,22.13,122.0
76561198074377252,19.99,11.11,9.0
76561198074377542,24.99,192.86,112.0
76561198074383333,39.99,2.86,35.0
76561198074392626,24.99,25.0,32.0
76561198074401253,0.0,25.0,4.0
76561198074404727,14.99,1.67,60.0
76561198074409406,0.0,1.75,57.0
76561198074412580,9.99,1.35,74.0
76561198074414765,29.99,5.56,18.0
76561198074416924,14.99,2.08,48.0
76561198074419919,164.95,inf,0.0
76561198074433040,29.99,17.39,46.0
76561198074445285,0.0,1.43,70.0
76561198074447562,24.98,80.0,10.0
76561198074464808,0.0,0.86,116.0
76561198074467168,74.97,28.72,94.0
76561198074468075,0.0,11.11,72.0
76561198074468919,0.0,inf,0.0
76561198074476548,9.99,6.67,15.0
76561198074479756,84.97,36.0,75.0
76561198074485619,34.98,5.26,152.0
76561198074498345,0.0,1.16,86.0
76561198074499762,0.0,5.26,19.0
76561198074506980,29.98,8.7,92.0
76561198074508314,9.99,10.13,79.0
76561198074516105,0.0,inf,0.0
76561198074519984,14.99,33.33,3.0
76561198074540604,24.98,55.17,116.0
76561198074553384,14.99,4.55,22.0
76561198074557309,0.0,3.33,30.0
76561198074561346,89.95,544.68,94.0
76561198074564693,39.99,2.17,46.0
76561198074571299,54.97,246.15,26.0
76561198074590108,19.99,22.22,36.0
76561198074603436,19.99,2.7,37.0
76561198074621665,84.94,1234.57,81.0
76561198074628124,0.0,3.45,29.0
76561198074635811,14.99,4.35,23.0
76561198074642074,0.0,3.45,29.0
76561198074644990,19.98,20.45,132.0
76561198074656338,0.0,inf,0.0
76561198074688122,0.0,1.41,71.0
76561198074700614,19.99,0.83,120.0
76561198074702680,9.99,19.05,42.0
76561198074721767,16.98,2.01,398.0
76561198074722204,59.99,8.16,98.0
76561198074727993,0.0,0.8,125.0
76561198074736789,0.0,1.1,91.0
76561198074744700,9.99,3.23,31.0
76561198074753395,9.99,2.63,38.0
76561198074763222,9.99,3.23,31.0
76561198074763789,108.94,117.47,292.0
76561198074770563,0.0,2.86,35.0
76561198074778803,14.99,1.33,75.0
76561198074783932,19.99,inf,0.0
76561198074791637,53.95,35.96,178.0
76561198074792098,0.0,5.56,18.0
76561198074796419,34.99,40.91,66.0
76561198074803924,9.99,10.0,10.0
76561198074819329,0.0,122.55,102.0
76561198074822440,14.99,7.02,114.0
76561198074831889,69.96,156.1,41.0
76561198074841136,19.99,2.17,46.0
76561198074843769,24.98,17.78,45.0
76561198074856358,0.0,0.63,159.0
76561198074860147,14.99,1.12,89.0
76561198074871696,0.0,10.53,76.0
76561198074873424,0.0,16.67,6.0
76561198074878548,9.99,0.58,171.0
76561198074894911,29.99,0.72,139.0
76561198074900673,39.98,62.14,103.0
76561198074912402,54.980000000000004,12.7,63.0
76561198074918909,34.980000000000004,177.78,36.0
76561198074920496,14.99,7.84,102.0
76561198074935997,284.93,inf,0.0
76561198074937155,54.980000000000004,248.28,87.0
76561198074937351,69.96000000000001,inf,0.0
76561198074940106,19.99,11.43,70.0
76561198074940658,9.99,22.86,35.0
76561198074965973,49.98,14.04,57.0
76561198074968696,0.0,3.7,27.0
76561198074973653,14.99,6.67,15.0
76561198074993638,14.99,1.92,52.0
76561198074994560,0.0,3.57,28.0
76561198075020222,0.0,5.0,20.0
76561198075023672,0.0,64.29,42.0
76561198075026598,14.99,3.12,32.0
76561198075036474,0.0,5.88,17.0
76561198075060685,4.99,4.17,24.0
76561198075115457,14.99,3.03,33.0
76561198075120679,0.0,5.56,18.0
76561198075132070,41.96,450.0,48.0
76561198075141715,83.94999999999999,127.06,170.0
76561198075153461,69.96000000000001,114.68,109.0
76561198075166884,49.980000000000004,inf,0.0
76561198075190635,0.0,3.7,27.0
76561198075193579,29.99,1.11,90.0
76561198075202352,0.0,inf,0.0
76561198075203975,0.0,3.23,31.0
76561198075205060,8.98,36.36,22.0
76561198075211954,39.99,1.54,65.0
76561198075226289,0.0,25.0,4.0
76561198075227229,59.99,inf,0.0
76561198075228836,0.0,1.96,51.0
76561198075229095,9.99,0.84,119.0
76561198075229670,9.99,18.18,44.0
76561198075231791,0.0,inf,0.0
76561198075233562,39.99,1.96,51.0
76561198075234235,19.98,inf,0.0
76561198075234879,0.0,1.72,58.0
76561198075239591,14.99,2.0,50.0
76561198075244108,9.99,inf,0.0
76561198075252558,29.99,0.68,148.0
76561198075257303,9.99,2.56,39.0
76561198075267655,0.0,3.12,32.0
76561198075272138,89.97,inf,0.0
76561198075277292,14.99,57.14,14.0
76561198075297842,0.0,0.39,258.0
76561198075307850,4.99,3.03,33.0
76561198075313412,24.98,40.0,20.0
76561198075322986,14.99,1.1,91.0
76561198075323605,9.99,14.81,54.0
76561198075329036,0.0,0.88,113.0
76561198075329557,0.0,1.18,85.0
76561198075333118,24.99,5.16,155.0
76561198075369739,0.0,2.17,46.0
76561198075371120,19.99,1.92,52.0
76561198075375032,14.99,1.19,84.0
76561198075385395,59.99,5.26,19.0
76561198075386334,0.0,1.59,63.0
76561198075393320,9.99,20.93,129.0
76561198075407499,14.99,2.56,39.0
76561198075407624,0.0,1.35,74.0
76561198075417014,19.99,49.09,55.0
76561198075422436,44.96,623.64,110.0
76561198075424388,14.99,0.92,109.0
76561198075425119,14.99,inf,0.0
76561198075427390,5.98,0.92,866.0
76561198075427667,9.99,inf,0.0
76561198075435799,9.99,0.55,181.0
76561198075451549,9.99,0.34,290.0
76561198075452263,24.98,91.43,70.0
76561198075455531,14.99,1.1,91.0
76561198075462582,0.0,8.33,12.0
76561198075471497,0.0,1.25,80.0
76561198075484568,4.99,0.94,106.0
76561198075491202,124.94,490.0,70.0
76561198075528164,0.0,14.29,7.0
76561198075532361,29.979999999999997,inf,0.0
76561198075539885,0.0,2.78,36.0
76561198075552656,39.99,1.56,64.0
76561198075559668,0.0,114.29,7.0
76561198075565282,69.98,84.38,32.0
76561198075568730,14.98,11.27,71.0
76561198075577878,19.99,8.33,12.0
76561198075581042,139.92,595.24,168.0
76561198075583182,39.98,9.64,83.0
76561198075584298,14.99,96.43,28.0
76561198075591109,24.99,inf,0.0
76561198075597491,24.98,32.14,84.0
76561198075601492,27.96,82.05,78.0
76561198075621149,54.97,26.21,103.0
76561198075623093,39.99,1.05,95.0
76561198075626434,144.95,37.65,332.0
76561198075628702,14.99,22.31,121.0
76561198075631259,39.97,16.56,163.0
76561198075660786,14.99,1.67,60.0
76561198075674170,0.0,12.5,8.0
76561198075686544,24.99,1.43,70.0
76561198075694490,14.99,2.63,38.0
76561198075697854,14.99,5.88,17.0
76561198075707246,19.99,1.61,62.0
76561198075728794,19.99,14.55,55.0
76561198075738409,84.95,109.65,114.0
76561198075740390,0.0,0.81,123.0
76561198075741467,19.99,16.67,6.0
76561198075747130,9.99,12.9,62.0
76561198075747225,0.0,1.47,68.0
76561198075749223,19.98,18.88,143.0
76561198075756890,0.0,3.45,29.0
76561198075771125,23.979999999999997,7.14,112.0
76561198075773650,0.0,1.32,76.0
76561198075786829,0.0,25.0,4.0
76561198075794347,0.0,3.85,26.0
76561198075798855,0.0,2.0,50.0
76561198075806576,0.0,10.67,75.0
76561198075817980,0.0,inf,0.0
76561198075836652,0.0,33.33,3.0
76561198075850578,0.0,0.76,132.0
76561198075850899,29.979999999999997,40.0,160.0
76561198075863151,49.98,9.88,81.0
76561198075871336,30.97,24.55,110.0
76561198075883349,9.99,0.8,125.0
76561198075890337,0.0,inf,0.0
76561198075895633,0.0,2.63,38.0
76561198075900533,63.940000000000005,inf,0.0
76561198075907724,0.0,12.7,63.0
76561198075908315,2.99,0.85,118.0
76561198075908841,0.0,6.25,16.0
76561198075912797,14.99,0.63,159.0
76561198075913639,19.99,14.29,7.0
76561198075915471,29.99,2.04,49.0
76561198075920681,0.0,51.92,52.0
76561198075924081,34.980000000000004,122.73,22.0
76561198075935236,14.99,19.05,42.0
76561198075935936,0.0,6.67,15.0
76561198075938729,0.0,15.38,52.0
76561198075943492,0.0,inf,0.0
76561198075957410,14.99,17.02,47.0
76561198075966090,0.0,0.42,240.0
76561198075973825,0.0,2.38,42.0
76561198075975078,19.99,1.59,63.0
76561198075975771,29.99,10.39,77.0
76561198075978416,14.99,40.0,20.0
76561198075981950,34.99,10.39,77.0
76561198075983645,34.97,88.65,141.0
76561198075992994,29.99,0.71,141.0
76561198075993539,34.98,13.11,61.0
76561198076001257,99.96,55.17,116.0
76561198076004132,14.99,2.63,38.0
76561198076018776,2.99,54.0,50.0
76561198076030187,0.0,9.09,11.0
76561198076031079,49.97,60.0,45.0
76561198076033022,19.99,211.86,59.0
76561198076033931,0.0,1.22,82.0
76561198076034868,19.99,10.26,78.0
76561198076039282,14.99,0.66,152.0
76561198076052494,14.99,3.85,26.0
76561198076055973,0.0,37.87,169.0
76561198076056874,0.0,1.32,76.0
76561198076061566,19.99,4.76,21.0
76561198076068709,19.99,38.1,21.0
76561198076069088,60.980000000000004,256.0,25.0
76561198076072214,37.97,188.24,34.0
76561198076076634,0.0,100.0,1.0
76561198076090519,4.99,1.09,92.0
76561198076098774,0.0,11.11,9.0
76561198076104363,4.99,inf,0.0
76561198076108428,14.99,12.5,8.0
76561198076114293,26.979999999999997,14.81,54.0
76561198076117785,1.99,2.22,45.0
76561198076120449,0.0,3.7,27.0
76561198076127919,50.96,664.94,77.0
76561198076131644,19.99,7.69,104.0
76561198076135607,34.98,64.29,42.0
76561198076152376,9.99,2.33,43.0
76561198076180625,24.98,4.68,171.0
76561198076203442,14.99,1.2,83.0
76561198076208088,9.99,inf,0.0
76561198076209538,9.99,2.33,43.0
76561198076217855,9.99,7.69,13.0
76561198076223290,24.99,8.33,12.0
76561198076228553,19.99,1.37,73.0
76561198076232842,29.99,inf,0.0
76561198076240240,14.99,15.09,53.0
76561198076246541,54.97,inf,0.0
76561198076246961,0.0,1.56,64.0
76561198076250691,49.98,3.14,255.0
76561198076271594,0.0,1.79,56.0
76561198076271617,131.92,377.72,193.0
76561198076271965,0.0,3.45,29.0
76561198076284786,14.99,14.29,7.0
76561198076293018,0.0,inf,0.0
76561198076299728,14.99,33.33,3.0
76561198076300855,0.0,4.35,23.0
76561198076305385,0.0,3.7,27.0
76561198076307555,49.98,5.59,143.0
76561198076310095,14.99,103.23,62.0
76561198076322243,63.95,527.69,65.0
76561198076334976,14.98,34.78,23.0
76561198076336866,19.99,1.33,75.0
76561198076356585,0.0,2.04,49.0
76561198076366524,9.99,44.44,18.0
76561198076388843,9.99,609.52,84.0
76561198076399353,14.99,1.28,78.0
76561198076403311,0.0,9.09,11.0
76561198076427213,19.99,9.64,83.0
76561198076436360,29.979999999999997,inf,0.0
76561198076437311,59.99,0.68,146.0
76561198076446752,39.99,0.76,132.0
76561198076447122,19.99,2.08,48.0
76561198076452843,14.99,88.89,9.0
76561198076466183,7.99,2.22,45.0
76561198076466687,19.99,3.23,31.0
76561198076470478,14.99,2.56,39.0
76561198076474887,4.99,1.14,176.0
76561198076480636,59.99,6.5,123.0
76561198076481365,174.92,1369.86,73.0
76561198076482697,9.99,1.37,73.0
76561198076484277,59.99,2.78,36.0
76561198076492918,0.0,12.5,8.0
76561198076513951,103.94,222.68,97.0
76561198076514521,0.0,1.08,93.0
76561198076519474,19.99,1.25,80.0
76561198076523327,0.99,3.7,27.0
76561198076533123,19.98,19.01,284.0
76561198076539681,0.0,11.11,9.0
76561198076542620,59.99,1.14,88.0
76561198076548816,14.99,171.23,73.0
76561198076551327,49.980000000000004,3.76,213.0
76561198076580598,44.980000000000004,41.54,65.0
76561198076583990,69.98,8.79,91.0
76561198076601834,14.99,18.6,43.0
76561198076603075,59.95,3.45,29.0
76561198076636927,0.0,10.0,10.0
76561198076638440,24.98,21.09,128.0
76561198076645128,9.99,2.63,38.0
76561198076672288,0.0,13.56,59.0
76561198076683773,9.99,1.79,56.0
76561198076684087,0.0,3.23,31.0
76561198076690019,33.98,inf,0.0
76561198076696353,122.92999999999999,214.37,160.0
76561198076698338,19.99,49.21,254.0
76561198076701454,19.99,266.67,81.0
76561198076703856,0.0,2.44,41.0
76561198076708943,19.99,inf,0.0
76561198076717446,89.95,255.1,49.0
76561198076721590,0.0,22.88,118.0
76561198076726920,9.99,9.52,84.0
76561198076731390,14.99,14.29,7.0
76561198076735654,49.97,inf,0.0
76561198076747687,0.0,1.72,58.0
76561198076749377,59.96,110.34,58.0
76561198076758894,19.99,1.67,60.0
76561198076762909,0.0,20.0,5.0
76561198076769682,0.0,3.85,26.0
76561198076770532,49.96,136.71,158.0
76561198076783639,0.0,0.92,109.0
76561198076800951,9.99,1.2,83.0
76561198076812814,0.0,inf,0.0
76561198076822919,39.99,inf,0.0
76561198076829564,0.0,inf,0.0
76561198076843838,0.0,14.29,7.0
76561198076844104,0.0,50.0,2.0
76561198076866164,0.0,5.56,18.0
76561198076885214,0.0,inf,0.0
76561198076888341,109.98,25.71,105.0
76561198076888614,14.99,1.85,54.0
76561198076909484,0.0,9.09,11.0
76561198076913298,0.0,10.0,10.0
76561198076946820,0.0,14.29,7.0
76561198077021283,0.0,inf,0.0
76561198077024096,0.0,10.0,10.0
76561198077027020,14.99,5.0,20.0
76561198077029675,89.98,36.36,22.0
76561198077032945,14.99,59.81,107.0
76561198077035190,19.99,7.14,14.0
76561198077036284,34.99,1.16,86.0
76561198077058176,0.0,1.35,74.0
76561198077072857,59.99,4.17,24.0
76561198077085269,0.0,20.0,5.0
76561198077092391,53.449999999999996,245.45,88.0
76561198077102914,59.99,60.38,106.0
76561198077104907,4.99,2.44,41.0
76561198077109500,18.98,93.1,29.0
76561198077109688,29.99,1.96,51.0
76561198077110027,19.99,0.71,141.0
76561198077111628,34.98,8.6,93.0
76561198077113035,139.97,24.77,109.0
76561198077126409,0.0,4.0,25.0
76561198077183278,14.99,19.05,42.0
76561198077183562,108.94,128.87,97.0
76561198077185651,58.96,191.15,113.0
76561198077187420,74.94999999999999,inf,0.0
76561198077193790,19.99,4.0,25.0
76561198077195459,24.99,38.1,21.0
76561198077199736,0.0,2.08,48.0
76561198077202338,0.0,4.55,22.0
76561198077207405,114.96000000000001,309.01,111.0
76561198077236598,19.99,3.45,29.0
76561198077244610,34.98,7.69,104.0
76561198077246154,0.0,4.6,174.0
76561198077248859,29.98,16.67,48.0
76561198077249808,0.0,0.83,120.0
76561198077251565,0.0,2.44,41.0
76561198077253824,129.94,129.95,394.0
76561198077255065,59.99,inf,0.0
76561198077259604,29.979999999999997,10.67,75.0
76561198077260594,0.0,1.23,81.0
76561198077261748,19.99,4.55,22.0
76561198077262819,54.980000000000004,inf,0.0
76561198077265194,29.97,42.95,149.0
76561198077265365,14.99,2.63,38.0
76561198077266421,12.99,1.82,55.0
76561198077267655,0.0,inf,0.0
76561198077267953,0.0,2.13,47.0
76561198077294556,49.98,inf,0.0
76561198077295304,89.97,72.97,37.0
76561198077295459,9.99,278.26,23.0
76561198077337646,9.99,16.46,164.0
76561198077351278,0.0,0.75,133.0
76561198077355524,19.99,3.23,31.0
76561198077360732,0.0,1.02,98.0
76561198077361630,29.99,1.82,55.0
76561198077366241,4.99,7.21,111.0
76561198077380459,0.0,33.33,3.0
76561198077410032,0.0,3.23,31.0
76561198077432581,34.98,26.73,101.0
76561198077442099,0.0,38.1,21.0
76561198077447920,7.99,inf,0.0
76561198077457233,29.979999999999997,inf,0.0
76561198077457797,0.0,inf,0.0
76561198077459426,0.0,10.0,10.0
76561198077460901,19.99,0.71,140.0
76561198077468327,19.99,inf,0.0
76561198077507817,29.99,0.76,131.0
76561198077512503,39.98,56.25,48.0
76561198077512531,4.99,inf,0.0
76561198077514605,0.0,1.27,79.0
76561198077517025,14.99,2.63,38.0
76561198077518891,19.99,1.39,72.0
76561198077524144,0.0,7.14,14.0
76561198077524603,59.99,0.66,151.0
76561198077528547,0.0,25.0,4.0
76561198077528839,0.99,7.27,110.0
76561198077530172,0.0,490.0,70.0
76561198077556203,0.0,72.73,11.0
76561198077557052,14.99,2.27,44.0
76561198077570270,9.99,15.79,171.0
76561198077576855,0.0,2.33,43.0
76561198077583455,54.959999999999994,60.34,358.0
76561198077584877,0.0,11.59,69.0
76561198077586769,0.0,1.52,66.0
76561198077590093,7.99,3.7,27.0
76561198077596124,62.959999999999994,877.19,114.0
76561198077602243,119.98,inf,0.0
76561198077605147,9.99,inf,0.0
76561198077612701,14.99,inf,0.0
76561198077638723,69.98,10.0,80.0
76561198077655117,19.99,3.03,33.0
76561198077658105,69.98,3.15,254.0
76561198077660216,9.99,30.77,26.0
76561198077663677,0.0,23.08,117.0
76561198077664247,39.99,1.27,79.0
76561198077684524,5.98,32.14,84.0
76561198077704710,24.99,17.78,45.0
76561198077707535,0.0,1.23,81.0
76561198077719450,0.0,20.0,5.0
76561198077722291,0.0,inf,0.0
76561198077722774,0.0,5.71,140.0
76561198077728175,17.98,115.74,108.0
76561198077731258,69.97999999999999,78.05,82.0
76561198077733387,14.99,11.11,9.0
76561198077735144,0.0,2.7,37.0
76561198077737381,49.98,11.27,71.0
76561198077742459,0.0,2.86,35.0
76561198077746772,0.0,1.15,87.0
76561198077762687,9.99,4.76,21.0
76561198077782925,0.0,40.0,20.0
76561198077783045,14.99,inf,0.0
76561198077785816,19.99,21.95,123.0
76561198077786972,79.95,165.7,207.0
76561198077787409,71.94,423.84,172.0
76561198077789964,19.99,1.47,68.0
76561198077793852,4.99,38.1,21.0
76561198077794054,0.0,2.5,40.0
76561198077794867,0.0,1.19,168.0
76561198077796347,39.98,40.3,67.0
76561198077799578,19.99,inf,0.0
76561198077800976,34.98,22.88,118.0
76561198077803539,0.0,3.57,28.0
76561198077804963,19.99,inf,0.0
76561198077811980,24.979999999999997,18.18,44.0
76561198077815717,82.02,inf,0.0
76561198077816464,59.99,2.17,46.0
76561198077818232,84.94,197.13,174.0
76561198077820909,19.98,58.7,46.0
76561198077820914,0.0,inf,0.0
76561198077828707,14.99,1.45,69.0
76561198077832734,9.99,8.33,12.0
76561198077853581,0.0,inf,0.0
76561198077869373,44.98,22.22,36.0
76561198077878552,94.74,92.75,69.0
76561198077882964,0.0,inf,0.0
76561198077886411,14.99,inf,0.0
76561198077888594,104.97,65.98,97.0
76561198077889162,29.98,114.29,56.0
76561198077893965,134.93,294.25,174.0
76561198077898598,29.99,19.01,142.0
76561198077911827,19.98,10.13,79.0
76561198077971454,9.99,1.72,58.0
76561198077979593,0.0,5.0,20.0
76561198077982319,0.0,5.59,143.0
76561198077992470,0.0,4.0,25.0
76561198077992843,19.99,1.85,54.0
76561198077993857,14.99,13.56,118.0
76561198078003443,0.0,3.7,27.0
76561198078052595,14.99,inf,0.0
76561198078053476,14.99,2.7,37.0
76561198078059717,0.0,6.25,16.0
76561198078061206,14.99,1.61,62.0
76561198078062945,0.0,1.45,69.0
76561198078069199,54.980000000000004,9.76,82.0
76561198078072180,14.99,7.14,14.0
76561198078073381,64.98,12.5,64.0
76561198078078491,9.99,33.33,24.0
76561198078081680,19.99,1.79,56.0
76561198078085336,19.99,1.69,59.0
76561198078111795,9.99,5.26,19.0
76561198078112264,9.99,0.46,217.0
76561198078119248,9.99,2.86,35.0
76561198078128803,39.98,50.0,54.0
76561198078135823,29.979999999999997,12.7,63.0
76561198078138335,59.99,0.68,148.0
76561198078141904,34.99,5.88,136.0
76561198078144206,0.0,0.91,110.0
76561198078147424,59.97,30.0,90.0
76561198078154354,24.98,8.25,97.0
76561198078155892,14.99,2.08,48.0
76561198078167501,0.0,16.33,49.0
76561198078194423,9.99,2.0,50.0
76561198078205030,9.99,3.03,33.0
76561198078205345,29.99,2.22,45.0
76561198078210923,62.97,inf,0.0
76561198078232689,0.0,4.76,21.0
76561198078241519,59.95,inf,0.0
76561198078242573,0.0,inf,0.0
76561198078246064,14.99,5.71,140.0
76561198078264931,49.99,1.19,84.0
76561198078267210,0.0,5.0,20.0
76561198078292204,29.979999999999997,inf,0.0
76561198078294706,0.99,2.5,40.0
76561198078301258,19.99,1.16,86.0
76561198078309023,39.99,inf,0.0
76561198078313841,39.98,112.5,24.0
76561198078317599,59.99,inf,0.0
76561198078327562,19.99,5.26,19.0
76561198078334800,0.0,inf,0.0
76561198078336140,34.99,4.0,25.0
76561198078337647,0.0,6.25,16.0
76561198078360848,19.99,4.0,25.0
76561198078377030,19.99,27.59,29.0
76561198078378127,0.0,0.92,109.0
76561198078381467,29.979999999999997,376.92,91.0
76561198078387492,9.99,1.27,79.0
76561198078389003,14.99,1.47,68.0
76561198078390373,0.0,1.96,51.0
76561198078392578,29.98,56.25,48.0
76561198078397452,0.0,14.29,7.0
76561198078406410,29.99,10.0,10.0
76561198078409338,0.0,2.78,36.0
76561198078411167,4.99,152.38,42.0
76561198078429786,19.99,8.89,90.0
76561198078439456,14.98,10.13,79.0
76561198078478151,14.99,4.35,23.0
76561198078480900,0.0,7.69,13.0
76561198078482884,24.98,152.38,42.0
76561198078493105,14.99,1.96,51.0
76561198078496387,14.99,1.45,69.0
76561198078500090,29.99,0.78,128.0
76561198078501363,20.0,1.39,72.0
76561198078513713,119.92999999999999,inf,0.0
76561198078524205,0.0,1.85,54.0
76561198078524860,14.99,27.84,97.0
76561198078530143,14.99,2.13,47.0
76561198078535339,19.99,2.44,41.0
76561198078546874,0.0,inf,0.0
76561198078562678,59.98,27.55,98.0
76561198078570665,0.0,4.76,21.0
76561198078573640,160.91,14.29,7.0
76561198078584463,34.97,1280.0,40.0
76561198078586370,39.98,inf,0.0
76561198078587197,19.99,1.09,92.0
76561198078589899,19.98,22.22,36.0
76561198078595101,134.94,430.25,119.0
76561198078604887,3.99,3.12,32.0
76561198078610122,19.99,0.46,219.0
76561198078614334,0.0,8.33,12.0
76561198078617407,9.99,4.35,23.0
76561198078641610,0.0,inf,0.0
76561198078646194,0.0,5.56,18.0
76561198078649427,65.94,609.52,84.0
76561198078649960,19.99,3.33,30.0
76561198078659459,2.99,1.59,63.0
76561198078665145,9.99,7.69,13.0
76561198078665679,0.0,inf,0.0
76561198078668022,0.0,0.86,116.0
76561198078670475,14.99,1.19,84.0
76561198078670623,9.99,16.67,48.0
76561198078678934,14.99,2.86,35.0
76561198078699107,14.99,5.26,19.0
76561198078712087,32.97,inf,0.0
76561198078718666,49.97,inf,0.0
76561198078730600,0.0,inf,0.0
76561198078732258,0.0,inf,0.0
76561198078733772,0.0,7.69,13.0
76561198078738103,0.0,3.03,33.0
76561198078745083,9.99,11.11,9.0
76561198078746179,0.0,50.0,2.0
76561198078747139,0.0,1.25,80.0
76561198078751822,0.0,1.45,69.0
76561198078752187,19.99,inf,0.0
76561198078752334,0.0,12.5,8.0
76561198078763729,19.99,26.67,30.0
76561198078765185,9.99,64.29,42.0
76561198078767295,26.97,35.53,76.0
76561198078775483,14.99,6.67,15.0
76561198078789002,59.99,1.69,59.0
76561198078799569,39.99,inf,0.0
76561198078799606,104.97,inf,0.0
76561198078805700,19.99,2.13,47.0
76561198078807139,0.0,7.14,14.0
76561198078812809,17.99,11.11,9.0
76561198078821619,19.99,2.22,45.0
76561198078827881,0.0,3.57,28.0
76561198078828166,19.99,2.08,48.0
76561198078830019,0.0,2.27,44.0
76561198078833521,14.99,12.5,64.0
76561198078836858,74.96,617.14,35.0
76561198078840415,21.98,87.1,31.0
76561198078843911,9.99,20.0,40.0
76561198078844086,14.99,7.14,14.0
76561198078860607,14.99,34.78,23.0
76561198078863833,0.0,0.98,102.0
76561198078883335,0.0,12.9,62.0
76561198078887963,9.99,1.79,56.0
76561198078896873,14.99,0.96,104.0
76561198078904010,0.0,12.5,8.0
76561198078909556,0.0,40.76,157.0
76561198078911240,0.0,100.0,1.0
76561198078913326,24.98,14.81,54.0
76561198078913614,19.99,6.15,260.0
76561198078917864,0.0,6.67,15.0
76561198078925993,0.0,inf,0.0
76561198078957196,0.0,1.67,60.0
76561198078967238,0.0,1.89,53.0
76561198078975876,14.99,1.54,65.0
76561198078983740,0.0,2.38,42.0
76561198078985029,29.99,2.17,46.0
76561198078987534,0.0,inf,0.0
76561198078987650,14.99,47.06,17.0
76561198078989494,0.0,1.61,62.0
76561198078992889,14.99,0.98,102.0
76561198079003665,39.99,10.0,10.0
76561198079007617,14.99,0.85,117.0
76561198079009167,37.98,inf,0.0
76561198079009374,9.99,0.99,101.0
76561198079014696,39.97,19.42,139.0
76561198079018216,14.99,1.27,79.0
76561198079023082,9.99,1.49,67.0
76561198079024139,94.95,96.0,225.0
76561198079031371,34.98,56.25,48.0
76561198079033308,11.99,inf,0.0
76561198079033916,14.99,4.55,22.0
76561198079050450,0.0,50.0,16.0
76561198079079942,29.99,0.83,242.0
76561198079096218,39.98,inf,0.0
76561198079107907,14.99,21.43,126.0
76561198079108766,14.99,inf,0.0
76561198079111385,2.99,24.32,111.0
76561198079117055,24.98,34.18,79.0
76561198079118839,0.0,2.78,36.0
76561198079140101,0.0,inf,0.0
76561198079142162,0.0,0.99,101.0
76561198079149720,19.99,2.44,41.0
76561198079159782,14.99,11.11,9.0
76561198079194020,19.99,inf,0.0
76561198079197993,0.0,14.29,7.0
76561198079204391,0.0,3.03,33.0
